id,name,campaign_id,adset_id,status,effective_status,created_time,updated_time,format,headline,primary_text,description,CTA,destination,url_tags,form_version,experiment_cell,creative_variant,image,creative_id,spend,impressions,link_clicks,CPM,link_CTR_pct,link_CPC,completed_saved,new_acquisitions,observed_starts,observed_sessions,CPL_saved,CPL_new,cost_per_observed_start,campaign_label,operating_window,campaign_spend_share_pct,set_spend_share_pct,completion_evidence,measurement_flags,level,adset_name,campaign_name,days_live_observed_delivery_through_Sep18,first_observed_delivery_day,last_observed_delivery_day,ever_delivered_asof_Sep19,Sep19_partial_spend,Sep19_partial_impressions,image_url,meta_actions_unreconciled,meta_conversions_unreconciled,review_feedback
120250602300400660,RR - from26to12 - From $26K a year down to $12K,120250602165530660,120250602165650660,ACTIVE,ADSET_PAUSED,2026-08-13T20:26:51-0400,2026-08-13T23:33:22-0400,static image,From $26K a year down to $12K,"That's a real quote we ran last week for a Texas remodeling + roofing contractor. Same $1M/$2M limits. The bigger the GL bill, the more room there is to cut. Want us to check yours?",,GET_QUOTE,https://www.cohesiveinsure.com/,,Legacy/site route; see destination,Not specified in ad URL,,images/d4edc5c2cde7dc81.jpg,1064535279638352,42.42,886,5,47.88,0.564,8.48,0,0,,0,,,,Retained HIGH-VALUE,2026-08-13 to 2026-09-18,0.34,62.7,Delivery without confirmed completion,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,HV Contractors - instant form (45 states ex NY/FL/CA/MI/WA) - $150/day,Contractors HIGH-VALUE - hybrid Foxquilt/Hedge,2,2026-08-13,2026-08-14,True,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/d4edc5c2cde7dc81.jpg,"[{""action_type"": ""link_click"", ""value"": ""5""}, {""action_type"": ""landing_page_view"", ""value"": ""2""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""2""}, {""action_type"": ""post_engagement"", ""value"": ""6""}, {""action_type"": ""post_interaction_gross"", ""value"": ""1""}, {""action_type"": ""page_engagement"", ""value"": ""6""}, {""action_type"": ""post_interaction_net"", ""value"": ""1""}, {""action_type"": ""onsite_conversion.post_save"", ""value"": ""1""}, {""action_type"": ""onsite_conversion.post_net_save"", ""value"": ""1""}]",[],{}
120250602329570660,RR - sv_fivefigure_roof - Five-figure GL bill?,120250602165530660,120250602165650660,ACTIVE,ADSET_PAUSED,2026-08-13T20:32:15-0400,2026-08-14T02:34:49-0400,static image,Five-figure GL bill?,"The bigger the premium, the more shopping it moves the number. We just cut one contractor's GL from $26,000 to about $12,000 a year, same limits. Want a rate check?",,GET_QUOTE,https://www.cohesiveinsure.com/,,Legacy/site route; see destination,Not specified in ad URL,,images/dff5f97e62a06e89.jpg,1317529646862201,7.76,124,1,62.58,0.806,7.76,0,0,,0,,,,Retained HIGH-VALUE,2026-08-13 to 2026-09-18,0.06,11.47,Delivery without confirmed completion,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,HV Contractors - instant form (45 states ex NY/FL/CA/MI/WA) - $150/day,Contractors HIGH-VALUE - hybrid Foxquilt/Hedge,2,2026-08-13,2026-08-14,True,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/dff5f97e62a06e89.jpg,"[{""action_type"": ""link_click"", ""value"": ""1""}, {""action_type"": ""post_reaction"", ""value"": ""1""}, {""action_type"": ""post_engagement"", ""value"": ""2""}, {""action_type"": ""like"", ""value"": ""1""}, {""action_type"": ""post_interaction_gross"", ""value"": ""1""}, {""action_type"": ""page_engagement"", ""value"": ""3""}, {""action_type"": ""post_interaction_net"", ""value"": ""1""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""1""}]",[],{}
120250602270160660,RR - crews - Run crews? We insure that.,120250602165530660,120250602165650660,ACTIVE,DISAPPROVED,2026-08-13T20:21:18-0400,2026-08-14T03:37:28-0400,static image,Run crews? We insure that.,"If you've got employees in the field, your GL is priced off your payroll - and probably worth shopping. We quote construction markets most local agents can't access. Want us to check it?",,GET_QUOTE,https://www.cohesiveinsure.com/,,Legacy/site route; see destination,Not specified in ad URL,,images/12b91a9af84dc1dd.jpg,1521256875968601,6.61,105,0,62.95,0.0,,0,0,,0,,,,Retained HIGH-VALUE,2026-08-13 to 2026-09-18,0.05,9.77,Delivery without confirmed completion,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,HV Contractors - instant form (45 states ex NY/FL/CA/MI/WA) - $150/day,Contractors HIGH-VALUE - hybrid Foxquilt/Hedge,2,2026-08-13,2026-08-14,True,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/12b91a9af84dc1dd.jpg,[],[],"{""global"": {""Lead Ads"": "" It looks like your ad contains content that is not allowed on Meta’s Advertising platforms. This goes against our Advertising Standards, Community Standards or Terms of Service. Visit Business Support Home to understand why your ad was removed and how to fix it.""}}"
120250602328090660,"RR - sv_saved14k_masonry - We cut one contractor's GL by $14,000 a",120250602165530660,120250602165650660,ACTIVE,DISAPPROVED,2026-08-13T20:31:59-0400,2026-08-14T03:59:40-0400,static image,"We cut one contractor's GL by $14,000 a year","One contractor was paying $26,000 a year. We requoted the same $1M/$2M limits at about $12,000 through a construction market most local agents can't access. Want us to run yours?",,GET_QUOTE,https://www.cohesiveinsure.com/,,Legacy/site route; see destination,Not specified in ad URL,,images/f79edcb2bb0bfae4.jpg,1703858164060483,3.84,118,1,32.54,0.847,3.84,0,0,,0,,,,Retained HIGH-VALUE,2026-08-13 to 2026-09-18,0.03,5.68,Delivery without confirmed completion,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,HV Contractors - instant form (45 states ex NY/FL/CA/MI/WA) - $150/day,Contractors HIGH-VALUE - hybrid Foxquilt/Hedge,2,2026-08-13,2026-08-14,True,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/f79edcb2bb0bfae4.jpg,"[{""action_type"": ""link_click"", ""value"": ""1""}, {""action_type"": ""post_reaction"", ""value"": ""1""}, {""action_type"": ""post_engagement"", ""value"": ""2""}, {""action_type"": ""post_interaction_gross"", ""value"": ""1""}, {""action_type"": ""page_engagement"", ""value"": ""2""}, {""action_type"": ""post_interaction_net"", ""value"": ""1""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""1""}]",[],"{""global"": {""Lead Ads"": "" It looks like your ad contains content that is not allowed on Meta’s Advertising platforms. This goes against our Advertising Standards, Community Standards or Terms of Service. Visit Business Support Home to understand why your ad was removed and how to fix it.""}}"
120250602268660660,RR - roofer_callout - General liability for roofing contractor,120250602165530660,120250602165650660,ACTIVE,DISAPPROVED,2026-08-13T20:21:05-0400,2026-08-14T03:38:06-0400,static image,General liability for roofing contractors,Roofing GL is hard to place and renewals keep climbing. We work with construction markets built for roofers and recently quoted a $2M roofing + remodel shop in under 24 hours. Want us to check your rate?,,GET_QUOTE,https://www.cohesiveinsure.com/,,Legacy/site route; see destination,Not specified in ad URL,,images/00e55645e2ffadc6.jpg,2088148168743577,3.37,101,1,33.37,0.99,3.37,0,0,,0,,,,Retained HIGH-VALUE,2026-08-13 to 2026-09-18,0.03,4.98,Delivery without confirmed completion,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,HV Contractors - instant form (45 states ex NY/FL/CA/MI/WA) - $150/day,Contractors HIGH-VALUE - hybrid Foxquilt/Hedge,2,2026-08-13,2026-08-14,True,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/00e55645e2ffadc6.jpg,"[{""action_type"": ""link_click"", ""value"": ""1""}, {""action_type"": ""post_engagement"", ""value"": ""1""}, {""action_type"": ""page_engagement"", ""value"": ""1""}]",[],"{""global"": {""Lead Ads"": "" It looks like your ad contains content that is not allowed on Meta’s Advertising platforms. This goes against our Advertising Standards, Community Standards or Terms of Service. Visit Business Support Home to understand why your ad was removed and how to fix it.""}}"
120250602300730660,RR - fivefigure - Five-figure GL bill?,120250602165530660,120250602165650660,ACTIVE,DISAPPROVED,2026-08-13T20:26:54-0400,2026-08-14T05:10:15-0400,static image,Five-figure GL bill?,"The bigger the premium, the more shopping it moves the number. We just cut one contractor's GL from $26,000 to about $12,000 a year, same limits. Want a rate check?",,GET_QUOTE,https://www.cohesiveinsure.com/,,Legacy/site route; see destination,Not specified in ad URL,,images/ee7fa2fb40b1d827.jpg,2245357106261085,2.37,25,0,94.8,0.0,,0,0,,0,,,,Retained HIGH-VALUE,2026-08-13 to 2026-09-18,0.02,3.5,Delivery without confirmed completion,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,HV Contractors - instant form (45 states ex NY/FL/CA/MI/WA) - $150/day,Contractors HIGH-VALUE - hybrid Foxquilt/Hedge,2,2026-08-13,2026-08-14,True,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/ee7fa2fb40b1d827.jpg,[],[],"{""global"": {""Lead Ads"": "" It looks like your ad contains content that is not allowed on Meta’s Advertising platforms. This goes against our Advertising Standards, Community Standards or Terms of Service. Visit Business Support Home to understand why your ad was removed and how to fix it.""}}"
120250602299490660,"RR - premium20k - Paying $20,000+ a year for GL?",120250602165530660,120250602165650660,ACTIVE,DISAPPROVED,2026-08-13T20:26:44-0400,2026-08-14T03:36:48-0400,static image,"Paying $20,000+ a year for GL?","We recently took a $2M contractor from $26,000 a year to about $12,000 - same $1M/$2M limits, through construction markets most local agents can't access. If your GL bill is five figures, want us to check it?",,GET_QUOTE,https://www.cohesiveinsure.com/,,Legacy/site route; see destination,Not specified in ad URL,,images/d34c08f189ddbd24.jpg,1056399433705357,1.29,58,0,22.24,0.0,,0,0,,0,,,,Retained HIGH-VALUE,2026-08-13 to 2026-09-18,0.01,1.91,Delivery without confirmed completion,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,HV Contractors - instant form (45 states ex NY/FL/CA/MI/WA) - $150/day,Contractors HIGH-VALUE - hybrid Foxquilt/Hedge,2,2026-08-13,2026-08-14,True,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/d34c08f189ddbd24.jpg,[],[],"{""global"": {""Lead Ads"": "" It looks like your ad contains content that is not allowed on Meta’s Advertising platforms. This goes against our Advertising Standards, Community Standards or Terms of Service. Visit Business Support Home to understand why your ad was removed and how to fix it.""}}"
120250603466200660,HVw - landing - pool_callout,120250602165530660,120250602441660660,PAUSED,PAUSED,2026-08-13T22:37:45-0400,2026-08-15T11:48:59-0400,static image,General liability for pool builders,"Pool construction GL, quoted fast. We use AI to automatically shop your coverage and find you a better rate - a licensed agent reviews everything. Want us to run yours?",,GET_QUOTE,https://www.cohesiveinsure.com/contractors,,Legacy/site route; see destination,Not specified in ad URL,,images/6f81afd8161e413e.jpg,2331285680737664,105.53,3092,30,34.13,0.97,3.52,0,0,,0,,,,Retained HIGH-VALUE,2026-08-13 to 2026-09-18,0.84,23.33,Delivery without confirmed completion,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,HV Contractors - LANDING FORM /contractors (45 states) - $100/day,Contractors HIGH-VALUE - hybrid Foxquilt/Hedge,3,2026-08-13,2026-08-15,True,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/6f81afd8161e413e.jpg,"[{""action_type"": ""link_click"", ""value"": ""30""}, {""action_type"": ""offsite_conversion.fb_pixel_custom"", ""value"": ""6""}, {""action_type"": ""post_reaction"", ""value"": ""3""}, {""action_type"": ""landing_page_view"", ""value"": ""30""}, {""action_type"": ""onsite_web_lead"", ""value"": ""6""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""30""}, {""action_type"": ""post_engagement"", ""value"": ""35""}, {""action_type"": ""post_interaction_gross"", ""value"": ""5""}, {""action_type"": ""comment"", ""value"": ""1""}, {""action_type"": ""page_engagement"", ""value"": ""35""}, {""action_type"": ""post_interaction_net"", ""value"": ""5""}, {""action_type"": ""post"", ""value"": ""1""}, {""action_type"": ""onsite_conversion.post_net_comment"", ""value"": ""1""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""3""}, {""action_type"": ""lead"", ""value"": ""6""}, {""action_type"": ""custom_event_actions_add_20_s_calls"", ""value"": ""6""}, {""action_type"": ""offsite_conversion.fb_pixel_lead"", ""value"": ""6""}, {""action_type"": ""offsite_lead_add_20_s_calls"", ""value"": ""6""}]","[{""action_type"": ""offsite_conversion.fb_pixel_custom.LargeBusinessLead"", ""value"": ""1""}, {""action_type"": ""offsite_conversion.fb_pixel_custom.LeadUrgentQuoted"", ""value"": ""5""}]",{}
120250603456230660,HVw - landing - paving_callout,120250602165530660,120250602441660660,PAUSED,PAUSED,2026-08-13T22:37:18-0400,2026-08-15T11:49:03-0400,static image,General liability for paving and asphalt,Paving and asphalt GL is hard to place and renewals keep climbing. We use AI to automatically shop it and find you a better rate. Want us to check yours?,,GET_QUOTE,https://www.cohesiveinsure.com/contractors,,Legacy/site route; see destination,Not specified in ad URL,,images/ed01b8a78ada6d6e.jpg,2350758305729809,70.68,2179,23,32.44,1.056,3.07,0,0,,0,,,,Retained HIGH-VALUE,2026-08-13 to 2026-09-18,0.56,15.63,Delivery without confirmed completion,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,HV Contractors - LANDING FORM /contractors (45 states) - $100/day,Contractors HIGH-VALUE - hybrid Foxquilt/Hedge,3,2026-08-13,2026-08-15,True,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/ed01b8a78ada6d6e.jpg,"[{""action_type"": ""link_click"", ""value"": ""23""}, {""action_type"": ""post_reaction"", ""value"": ""1""}, {""action_type"": ""landing_page_view"", ""value"": ""22""}, {""action_type"": ""onsite_web_lead"", ""value"": ""1""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""22""}, {""action_type"": ""post_engagement"", ""value"": ""25""}, {""action_type"": ""like"", ""value"": ""1""}, {""action_type"": ""post_interaction_gross"", ""value"": ""2""}, {""action_type"": ""page_engagement"", ""value"": ""26""}, {""action_type"": ""post_interaction_net"", ""value"": ""2""}, {""action_type"": ""post"", ""value"": ""1""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""1""}, {""action_type"": ""lead"", ""value"": ""1""}, {""action_type"": ""offsite_conversion.fb_pixel_lead"", ""value"": ""1""}, {""action_type"": ""offsite_lead_add_20_s_calls"", ""value"": ""1""}]",[],{}
120250603457470660,HVw - landing - tree_callout,120250602165530660,120250602441660660,PAUSED,PAUSED,2026-08-13T22:37:25-0400,2026-08-14T15:00:38-0400,static image,General liability for tree services,"Tree work GL is one of the hardest classes to place - and one of the most overpriced. We use AI to shop it and find you a better rate, reviewed by a licensed agent. Want yours checked?",,GET_QUOTE,https://www.cohesiveinsure.com/contractors,,Legacy/site route; see destination,Not specified in ad URL,,images/7af3e1eafd9d45b4.jpg,2844589409272982,41.87,1460,29,28.68,1.986,1.44,0,0,,0,,,,Retained HIGH-VALUE,2026-08-13 to 2026-09-18,0.33,9.26,Delivery without confirmed completion,"S: sessions only since Sep12 01:50 ET; F: starts not historically recorded; C: reconciled completed intakes, including returns",AD,HV Contractors - LANDING FORM /contractors (45 states) - $100/day,Contractors HIGH-VALUE - hybrid Foxquilt/Hedge,2,2026-08-13,2026-08-14,True,0.0,0,https://www.cohesiveinsure.com/marketing-review/20260919/deep-scan/images/7af3e1eafd9d45b4.jpg,"[{""action_type"": ""web_in_store_purchase"", ""value"": ""1""}, {""action_type"": ""omni_purchase"", ""value"": ""1""}, {""action_type"": ""link_click"", ""value"": ""29""}, {""action_type"": ""offsite_purchase_add_20_s_calls"", ""value"": ""1""}, {""action_type"": ""offsite_conversion.fb_pixel_purchase"", ""value"": ""1""}, {""action_type"": ""offsite_conversion.fb_pixel_custom"", ""value"": ""2""}, {""action_type"": ""post_reaction"", ""value"": ""5""}, {""action_type"": ""landing_page_view"", ""value"": ""27""}, {""action_type"": ""onsite_web_lead"", ""value"": ""2""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""27""}, {""action_type"": ""post_engagement"", ""value"": ""37""}, {""action_type"": ""post_interaction_gross"", ""value"": ""8""}, {""action_type"": ""comment"", ""value"": ""2""}, {""action_type"": ""onsite_web_app_purchase"", ""value"": ""1""}, {""action_type"": ""page_engagement"", ""value"": ""37""}, {""action_type"": ""purchase"", ""value"": ""1""}, {""action_type"": ""post_interaction_net"", ""value"": ""8""}, {""action_type"": ""onsite_conversion.post_save"", ""value"": ""1""}, {""action_type"": ""onsite_conversion.post_net_comment"", ""value"": ""2""}, {""action_type"": ""web_app_in_store_purchase"", ""value"": ""1""}, {""action_type"": ""onsite_conversion.post_net_save"", ""value"": ""1""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""5""}, {""action_type"": ""lead"", ""value"": ""2""}, {""action_type"": ""onsite_web_purchase"", ""value"": ""1""}, {""action_type"": ""custom_event_actions_add_20_s_calls"", ""value"": ""2""}, {""action_type"": ""offsite_conversion.fb_pixel_lead"", ""value"": ""2""}, {""action_type"": ""offsite_lead_add_20_s_calls"", ""value"": ""2""}]","[{""action_type"": ""offsite_conversion.fb_pixel_custom.LeadUrgentQuoted"", ""value"": ""2""}]",{}
